"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","0610005C13Rik",5.90143556416806,0.356146562790616,0.169363516295634,2.26692275575079,0.0233949448467883,0.16745320937829
"2","0610007P14Rik",596.504184617457,0.277674529527388,0.124664672690117,2.22727968129552,0.0259285876251392,0.178088337400543
"3","0610009B22Rik",264.929604851085,0.230090947314345,0.153882911637413,1.49521925700757,0.134857229388527,0.416466729825812
"4","0610009L18Rik",12.9859582472995,0.0938814744342332,0.220376748260323,0.426894118926668,0.669456449283534,0.872898752071157
"5","0610009O20Rik",817.722768666843,0.138895078037342,0.132179542011847,1.05075152511717,0.293372724669911,0.61278129478232
"7","0610010F05Rik",244.165633278995,-0.115111957675151,0.171573095773914,-0.671008687341813,0.502214995297204,0.7758748678517
"8","0610010K14Rik",662.751656904032,0.231769619864438,0.114652579464177,2.02140091018147,0.0432382805690252,0.234945927908923
"9","0610011F06Rik",248.433685456895,0.246246820931006,0.152374091237579,1.61588445287886,0.106119297615512,0.368388952045921
"10","0610012G03Rik",357.70706710256,0.290168926607271,0.140276627359748,2.0682367817015,0.0386177631180122,0.222201819180966
"11","0610030E20Rik",588.49528985519,-0.142773922120876,0.118521590701514,-1.20462840034122,0.228346787844706,0.545707900683926
"13","0610037L13Rik",339.912221517655,-0.0100863819269975,0.136518423834748,-0.0738877703498135,0.941099687095539,0.978371138028076
"14","0610038B21Rik",6.01887086255794,0.095258679536156,0.18167587626133,0.526580343067789,0.598485045407925,0.837048950242245
"17","0610040B10Rik",14.9727920154751,0.231694892034683,0.224621883079546,1.0341068633012,0.301086208070741,0.619900202720003
"19","0610040J01Rik",79.0188040248588,0.140916771980805,0.222670797499627,0.632154641648091,0.527285833001101,0.791133094270327
"21","1010001N08Rik",68.3907961307136,0.202094301272042,0.215411037364495,0.937457280634177,0.348523388269491,0.662716754049007
"22","1110001J03Rik",169.022905752226,0.275852784083624,0.18489197888917,1.49131550479998,0.135878680105078,0.417795983048856
"23","1110002L01Rik",296.712034268052,-0.106464054603043,0.139585477003269,-0.762707910270185,0.445637611983577,0.739160932949297
"24","1110004E09Rik",286.404991315483,-0.0170866228904585,0.174477158241404,-0.0979192703351848,0.921996398005891,0.971056156679493
"25","1110004F10Rik",1793.89635805962,-0.0954571519322143,0.112734448454296,-0.84674463537598,0.397137473711117,0.706141804113293
"26","1110006O24Rik",13.8477435792165,0.0772803169768448,0.222106262697109,0.347818039541085,0.727976840982362,0.895513576349584
"27","1110007C09Rik",97.3843565075669,0.350652539361615,0.196254154673483,1.78566188837203,0.0741540197068096,0.305441986060728
"28","1110008F13Rik",1203.46248197127,0.107138517769799,0.130410709083878,0.821530595478624,0.411344104123993,0.717370410964601
"29","1110008L16Rik",140.029849942628,-0.254891273755373,0.178770739623898,-1.42547145546065,0.154020965625156,0.44465990562144
"30","1110008P14Rik",116.468941067639,0.256310461825077,0.188029999202433,1.36265495820153,0.172991279446539,0.473810985864183
"31","1110012L19Rik",119.63738863415,-0.0358735235481794,0.186970894103437,-0.191860114605903,0.84785178089626,0.942055199497461
"33","1110017D15Rik",5.48877201629232,0.336312087013228,0.157007186373167,2.43252417397759,0.0149939905846781,0.130702166899323
"34","1110019D14Rik",20.7825068617628,-0.0144010530729872,0.229873426333944,-0.0626138919291082,0.950073966965018,0.981687348145185
"35","1110020A21Rik",12.6264541527415,0.041078853499925,0.213284012849723,0.192759606384392,0.847147239572186,0.941732871907227
"37","1110028F11Rik",5.2450092526238,0.24958480558661,0.171834491344446,1.49347635573622,0.135312538940301,0.416830626765438
"39","1110032A03Rik",108.906581915465,0.168298110096576,0.184459710029672,0.91219426322493,0.361666463333472,0.676524068625082
"40","1110032F04Rik",161.09576869288,0.497940339468471,0.225105942338074,2.21316416647922,0.0268863295822504,0.180584890375263
"41","1110034G24Rik",100.73063822694,0.083634137141589,0.187608182301272,0.445826449345979,0.6557226146086,0.867547846534436
"43","1110037F02Rik",841.273950400784,-0.494413087823859,0.151137586447635,-3.27114189827866,0.00107114150056748,0.0273597856285011
"44","1110038B12Rik",754.769784534982,0.0689173781102521,0.125534238407579,0.549002155618651,0.583003970501945,0.82804190031586
"45","1110038F14Rik",450.397738931058,0.0966123002458094,0.137447246236078,0.702907513805818,0.482113388280124,0.762587636801208
"46","1110046J04Rik",8.57169456822167,0.0980274402122561,0.195474076287514,0.500576617353441,0.616669122043602,0.84669377698273
"47","1110051M20Rik",377.03312456776,-0.0420552089473513,0.136167953796358,-0.308850909670315,0.757434940673547,0.906289439990907
"49","1110059E24Rik",396.961328066422,-0.255257193599513,0.1695157198311,-1.50569049152528,0.132146646018586,0.412993044241244
"50","1110059G10Rik",211.720652585367,0.0921274597471279,0.161637364146053,0.569962601198983,0.568703064048428,0.818220293254401
"51","1110065P20Rik",194.868189448195,0.372318691642774,0.156822054001536,2.37346466750649,0.0176220789541938,0.142405967378882
"52","1190002F15Rik",77.5014215470447,0.408889537149694,0.217542702553718,1.87789365911418,0.0603957140008742,0.276891406529641
"53","1190002N15Rik",1181.32201044978,0.140823872451243,0.165509815133321,0.850842784312218,0.394856691489939,0.705033387679595
"55","1190005I06Rik",5.49233360063146,0.0436973905368763,0.0560785606042372,1.51420580582496,0.12997364964314,0.409814944751363
"56","1190007I07Rik",69.0332486777546,0.384749691045108,0.208312425469253,1.84566368539179,0.0649410531719701,0.285370781401228
"57","1200014J11Rik",596.707451026629,-0.400507468087816,0.124138452762558,-3.22594726901191,0.00125556486983822,0.0299660136539364
