"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21509","Tecpr2",276.256133225722,-0.0457505267273343,0.179134516597696,-0.255415092248987,0.798402515345176,0.981167345825838
"21510","Tecr",2403.94199289675,0.0764838335711173,0.14349064759039,0.533043788756999,0.594003268734434,0.96373669975701
"21511","Tecrl",139.428912852378,-0.14374916557148,0.209313745982895,-0.684922250690452,0.493392984328865,0.962457421859363
"21512","Tecta",6.72625924830317,-0.020166252653009,0.203091054183675,-0.0992110968596141,0.920970664309262,0.994961582385959
"21515","Teddm1b",1.01405359742398,-0.00913280173871556,0.11495281147917,-0.0797415827228045,0.93644278650561,0.996108643364659
"21518","Tef",387.757420180438,0.254112453021363,0.11722485904015,2.16737599956316,0.0302061957744857,0.501697686165366
"21519","Tefm",132.740293581661,0.0148275392426102,0.137883633864873,0.107543724566062,0.914357639249774,0.993472354929706
"21520","Tek",285.211191301547,0.064989822258859,0.207883983193935,0.312997385851158,0.754282648230372,0.973851227338528
"21521","Tekt1",19.7923505642798,-0.298941417151439,0.209247722184945,-1.42772840502408,0.153370047011857,0.816863625258386
"21522","Tekt2",20.0387815137826,0.197324027276182,0.207691374343765,0.951401057402149,0.341400823769033,0.932006471009068
"21524","Tekt4",0.82164616287609,0.131778796579382,0.0909245098775082,1.57664265115717,0.114877773018503,0.761551631860498
"21525","Tekt5",0.968761033962382,-0.00511788343655073,0.108083965772269,-0.0470563838002034,0.962468289487617,0.996443867111211
"21526","Telo2",423.575648033736,0.0526524637230344,0.102085488740484,0.51577686962533,0.606010259287748,0.96373669975701
"21527","Ten1",242.686805761326,0.139315123822273,0.166129817304723,0.83849039019572,0.401755342617398,0.950624079082087
"21528","Tenm1",1.38458927014784,-0.0074474897378403,0.122730124478347,-0.0615504920162206,0.950920803785555,0.996108643364659
"21529","Tenm2",60.8150016531356,0.2582685498739,0.192963123373225,1.33941677100119,0.180435032675756,0.851337235593793
"21530","Tenm3",2017.11838295902,-0.112091747001695,0.196423795932321,-0.570315529322981,0.568463710009934,0.96373669975701
"21531","Tenm4",772.330410624039,-0.0911075241475789,0.198810527314994,-0.458018056956066,0.64693946848543,0.964689098335809
"21532","Tep1",232.93279737115,0.129103762320186,0.131313239879704,0.983006009359135,0.325604481052849,0.929877441456476
"21534","Terc",2.10660609431145,0.048124542630255,0.156713126687116,0.309913193280403,0.756626969649206,0.974323113379318
"21535","Terf1",404.014533953246,-0.12024390392087,0.137545101089179,-0.874247549088009,0.381983456537888,0.943844167892009
